lead_origin,lead_source,do_not_email,do_not_call,total_visits,total_time_on_website,page_views_per_visit,last_activity,country,specialization,occupation,course_selection_priority,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_course_updates,tags,lead_quality,supply_chain_updates,dm_content_updates,lead_profile,city,asym_activity_index,asym_profile_index,asym_activity_score,asym_profile_score,agreed_to_pay_cheque,free_interview_guide,last_notable_activity,lead_source_was_missing,total_visits_was_missing,specialization_was_missing,occupation_was_missing,city_was_missing,heard_about_source_was_missing,asym_data_missing,conversion_probability,rank,priority_tier,true_label
Landing Page Submission,Direct Traffic,0,0,4,949,2.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.9810310426513458,93,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,1232,2.0,SMS Sent,India,Supply Chain Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,2,3,15.0,18.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.9809044038939616,94,Hot,1
Landing Page Submission,Direct Traffic,0,0,4,1115,1.33,Page Visited on Website,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,Low in Relevance,0,0,Other Leads,Thane & Outskirts,,,,,0,1,Page Visited on Website,0,0,0,0,0,1,1,0.9803731581851077,95,Hot,1
Landing Page Submission,Google,1,0,4,1269,2.0,Email Bounced,India,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Modified,0,0,0,0,0,0,0,0.9803550979349462,96,Hot,1
Lead Add Form,Welingak Website,0,0,1,967,1.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,,0,0,Select,Other Cities of Maharashtra,2,2,15.0,13.0,0,1,Email Opened,0,0,0,0,0,1,0,0.9798822311564523,97,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,Low in Relevance,0,0,Student of SomeSchool,Tier II Cities,2,3,14.0,17.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9798383982999659,98,Hot,1
Landing Page Submission,Organic Search,0,0,8,1332,4.0,Email Opened,India,Travel and Tourism,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,2,3,15.0,17.0,0,1,Email Opened,0,0,0,0,0,1,0,0.9797924677453687,99,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Link Clicked,,Finance Management,Housewife,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Other Leads,Other Cities,,,,,0,0,Email Link Clicked,0,0,0,0,0,1,1,0.9795765050954882,100,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,15.0,20.0,0,0,Modified,0,0,0,0,0,1,0,0.979300893151046,101,Hot,1
API,Direct Traffic,0,0,11,1411,1.38,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,Not Sure,0,0,Potential Lead,,2,2,14.0,16.0,0,0,Email Opened,0,0,0,0,1,1,0,0.979076829167437,102,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,Email Opened,0,0,0,0,1,1,0,0.9790672178002402,103,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,Email Opened,0,0,0,0,1,1,0,0.9790361447279036,104,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Thane & Outskirts,2,3,15.0,19.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9789574215502547,105,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,2,3,14.0,18.0,0,0,Email Opened,0,0,0,0,1,1,0,0.9788297177031539,106,Hot,1
Landing Page Submission,Google,1,0,4,1674,4.0,Unsubscribed,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,,,,,0,0,Unsubscribed,0,0,0,0,0,0,1,0.9788073127349063,107,Hot,1
Lead Add Form,Reference,0,0,,1007,,,,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Lateral Student,Mumbai,2,3,14.0,20.0,0,0,Modified,0,1,0,0,0,1,0,0.9782101416068409,108,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,1007,2.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.9780898082220412,109,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,Low in Relevance,0,0,Potential Lead,Thane & Outskirts,2,3,15.0,19.0,0,0,Modified,0,0,0,0,0,1,0,0.978089545998432,110,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,2,3,15.0,20.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9775885480619274,111,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,831,2.0,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Other Cities of Maharashtra,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.9774961206417371,112,Hot,1
Lead Import,Facebook,0,0,0,0,0.0,Email Opened,,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Mumbai,2,2,15.0,16.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9774856328283505,113,Hot,1
Landing Page Submission,Direct Traffic,0,0,6,745,1.5,Email Opened,India,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,2,3,14.0,19.0,0,1,Email Opened,0,0,0,0,0,1,0,0.9769812017977217,114,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,Supply Chain Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,SMS Sent,0,0,0,0,1,1,0,0.9767663084306751,115,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,Supply Chain Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,SMS Sent,0,0,0,0,1,1,0,0.9767663084306751,116,Hot,1
Landing Page Submission,Google,0,0,6,595,3.0,Email Opened,India,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Email Opened,0,0,0,0,0,0,0,0.9751726206807625,117,Hot,1
Lead Add Form,Welingak Website,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,,0,0,Select,,2,2,14.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.9751133015988068,118,Hot,1
Lead Add Form,Reference,0,0,,373,,,,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Other Leads,Mumbai,,,,,0,0,Modified,0,1,0,0,0,1,1,0.9750383925447969,119,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,1736,2.0,Email Link Clicked,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,1,Modified,0,0,0,0,0,1,0,0.9749050463355952,120,Hot,0
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,SMS Sent,0,0,0,0,1,1,0,0.9746633538867162,121,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,SMS Sent,0,0,0,0,1,1,0,0.9746633538867162,122,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,900,2.0,Converted to Lead,India,Healthcare Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,2,2,15.0,14.0,0,0,Modified,0,0,0,0,1,1,0,0.9745048449000534,123,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Thane & Outskirts,2,3,15.0,18.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9741694010125849,124,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.9739547977128395,125,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Other Leads,Mumbai,2,3,15.0,18.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9738864820662781,126,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,Low in Relevance,0,0,Potential Lead,Other Cities,2,3,15.0,18.0,0,0,Modified,0,0,0,0,0,1,0,0.9732220357575277,127,Hot,1
Lead Add Form,Reference,0,0,,2081,,,,Hospitality Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,,0,0,Select,,,,,,0,0,Modified,0,1,0,0,1,1,1,0.972671039441563,128,Hot,1
Lead Add Form,Reference,0,0,,1540,,,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Select,,,,,,0,0,Modified,0,1,1,0,1,1,1,0.9724674448117896,129,Hot,1
Lead Add Form,Reference,0,0,,1252,,,,Marketing Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Modified,0,1,0,0,0,1,0,0.9720102043166403,130,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,,,,,0,0,Modified,0,0,0,0,0,1,1,0.9719382927162131,131,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Thane & Outskirts,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.9717918228538184,132,Hot,1
Landing Page Submission,Organic Search,0,0,4,653,2.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,2,3,14.0,17.0,0,0,SMS Sent,0,0,0,0,1,1,0,0.971465926972209,133,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Other Cities,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.9713595715005949,134,Hot,1
Lead Add Form,Reference,0,0,6,1812,2.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Select,Mumbai,,,,,0,1,Page Visited on Website,0,0,0,0,0,1,1,0.9713393602493736,135,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.971147716821682,136,Hot,1
Lead Add Form,Reference,0,0,,1057,,,,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,,,,,0,0,Modified,0,1,0,0,1,1,1,0.9693434022369354,137,Hot,0
Landing Page Submission,Google,0,0,5,583,5.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.9690676926601173,138,Hot,1
Lead Add Form,,0,0,0,0,0.0,SMS Sent,,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,17.0,0,0,SMS Sent,1,0,0,0,1,1,0,0.968945265579992,139,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.9688325720006196,140,Hot,1
Lead Add Form,Reference,0,0,1,1486,1.0,Page Visited on Website,,Retail Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,Page Visited on Website,0,0,0,0,1,1,0,0.9682678520618871,141,Hot,1
Lead Add Form,Reference,0,0,,1055,,,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,,0,0,Select,,,,,,0,0,Modified,0,1,1,0,1,1,1,0.967113605691525,142,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,15.0,19.0,0,0,Email Opened,0,0,0,0,1,1,0,0.9665349574687919,143,Hot,1
Landing Page Submission,Google,0,0,5,1125,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,15.0,20.0,0,0,Email Opened,0,0,0,0,0,0,0,0.9663287846168378,144,Hot,1
Landing Page Submission,Direct Traffic,0,0,3,541,3.0,Email Opened,Saudi Arabia,Supply Chain Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,2,3,15.0,19.0,0,1,Email Opened,0,0,0,0,0,1,0,0.9662329886020479,145,Hot,1
Landing Page Submission,Google,0,0,6,866,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,3,3,16.0,20.0,0,0,Email Opened,0,0,0,0,0,0,0,0.96612477534853,146,Hot,1
Landing Page Submission,Organic Search,0,0,5,660,5.0,SMS Sent,India,Healthcare Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Other Metro Cities,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.965845935362258,147,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,Low in Relevance,0,0,Potential Lead,Thane & Outskirts,2,3,14.0,19.0,0,0,Email Opened,0,0,0,0,0,1,0,0.965748953073549,148,Hot,1
Lead Add Form,Reference,0,0,,158,,,,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Modified,0,1,0,0,0,1,0,0.9648290273984222,149,Hot,1
Landing Page Submission,Google,0,0,4,417,4.0,Form Submitted on Website,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Modified,0,0,0,0,0,0,0,0.9643733190191236,150,Hot,1
Lead Add Form,Reference,0,0,,759,,,,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,14.0,19.0,0,0,Modified,0,1,0,0,1,1,0,0.9641042844633271,151,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9640265196716172,152,Hot,1
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,Operations Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,3,2,16.0,16.0,0,0,Modified,0,0,0,0,1,1,0,0.9638980046541646,153,Hot,1
Landing Page Submission,Google,0,0,3,596,3.0,Email Opened,India,Operations Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,2,3,14.0,18.0,0,0,Email Opened,0,0,0,0,0,0,0,0.9637827854712477,154,Hot,1
Landing Page Submission,Google,0,0,3,1231,3.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Tier II Cities,2,3,15.0,19.0,0,0,Modified,0,0,0,0,0,0,0,0.9636811845365623,155,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,Finance Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Other Leads,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.9633392821775704,156,Hot,1
Landing Page Submission,Google,0,0,6,605,2.0,Email Opened,India,IT Projects Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,2,2,14.0,15.0,0,0,Email Opened,0,0,0,0,0,0,0,0.9625889562467875,157,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Might be,0,0,Potential Lead,Thane & Outskirts,2,3,14.0,19.0,0,0,Email Opened,0,0,0,0,0,1,0,0.9620746389247143,158,Hot,0
Landing Page Submission,Google,0,0,9,924,3.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Potential Lead,Thane & Outskirts,2,3,15.0,19.0,0,0,Page Visited on Website,0,0,0,0,0,0,0,0.9620590306130032,159,Hot,1
Landing Page Submission,Direct Traffic,0,0,5,586,5.0,Converted to Lead,India,Healthcare Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,,,,,0,1,Modified,0,0,0,0,0,1,1,0.9617176793545619,160,Hot,1
Landing Page Submission,Google,0,0,7,842,3.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,2,3,15.0,20.0,0,0,SMS Sent,0,0,0,0,0,0,0,0.9614496350037253,161,Hot,1
Lead Add Form,Reference,0,0,,1458,,,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Select,,2,3,14.0,17.0,0,0,Modified,0,1,1,0,1,1,0,0.9604854580296547,162,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Form Submitted on Website,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Select,Mumbai,2,3,14.0,19.0,0,1,Modified,0,0,0,0,0,1,0,0.9602857313583909,163,Hot,1
Landing Page Submission,Google,0,0,10,1467,10.0,Email Opened,Netherlands,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Thane & Outskirts,2,3,15.0,19.0,0,1,Email Opened,0,0,0,0,0,1,0,0.9600902986978337,164,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,,,,,0,0,SMS Sent,0,0,0,0,1,1,1,0.9597682228617606,165,Hot,0
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,,,,,,0,0,SMS Sent,0,0,0,0,1,1,1,0.9597573040292008,166,Hot,1
Landing Page Submission,Google,0,0,5,251,5.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.9597320179209441,167,Hot,1
Lead Add Form,Reference,0,0,1,990,1.0,Page Visited on Website,,Marketing Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Page Visited on Website,0,0,0,0,0,1,0,0.9593517353020184,168,Hot,1
